Task ID,Task Name,tags,Przeznaczenie (drop down),Klawiatura (labels),Obudowa (labels),Procesor (drop down),Model Procesora (short text),Grafika (short text),RAM (drop down),Dysk (drop down),Rozdzielczość (drop down),Matryca (labels),Problemy (labels),Uwagi (text),Regał (drop down),Lists,Zamówienie (short text)
86c1yqmrh,41J6L63,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yqn8c,9YM8L63,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yqqd6,HPDL493,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yqr30,2YM8L63,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yqx1g,4W6K493,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yqye9,CM46L63,[dell latitude 7410],Serwis,[Francuska],,,,,,,,,[Nie włącza się],"SREBRNE
",,[2025.01.30 - TES],
86c1yraem,JW55L63,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yrbey,B2H5L63,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yrcqr,5CZ5L63,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yrduk,3ST6L63,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yreb1,BMT6L63,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yrey6,52D6L63,[dell latitude 7410],Przyjęcie,[Francuska],,i5,10310U,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNE
",,[2025.01.30 - TES],
86c1yrgw9,FTYL493,[dell latitude 7410],Serwis,[Francuska],,,,,,,,,[Nie włącza się],"SREBRNE
",,[2025.01.30 - TES],
86bwhr8pc,F4STGK3,[dell latitude 7420],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",[Ok],,,,,,,[Zbita],,NO TEST,,[20.11.23 ATF Francja 239239 -],
86c1xx954,dz3d4m3,[dell latitude 7420],Serwis,[QWERTY PL],,,,,,,,[Zbita],,,,[2025.01. 23- USA],
86c1xx9cg,6clwfk3,[dell latitude 7420],Serwis,[QWERTY PL],,,,,,,,[Zbita],,,,[2025.01. 23- USA],
86c1xx9dx,3gnxfk3,[dell latitude 7420],Serwis,[QWERTY PL],,i7,1185G7,,16,,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]","[Zawiasy , Bateria bios, Ramka Matrycy]",,,[2025.01. 23- USA],
86c1xx9up,drbc4m3,[dell latitude 7420],Serwis,[QWERTY PL],,i7,1185G7,,16,,1920 x 1080,"[Dotyk, Zbita]",[Bateria bios],,,[2025.01. 23- USA],
86c1xxa1v,dq0yfk3,[dell latitude 7420],Serwis,[QWERTY PL],,i7,1185G7,,16,,,"[Dotyk, Problem]","[Zawiasy , Bateria bios]","LINIA MA ERANIE POZIOMA
",,[2025.01. 23- USA],
86c1xxab7,fnrd4m3,[dell latitude 7420],Serwis,[QWERTY PL],,i7,1185G7,,16,,,"[Dotyk, Problem]",[],"LINIA MA ERANIE PIONOWA
",,[2025.01. 23- USA],
86c1xxan6,234z3m3,[dell latitude 7420],Serwis,[QWERTY PL],,i7,1185G7,,16,,1920 x 1080,"[Dotyk, Problem]","[Spód X, Klapa X, Bateria bios, Palmrest, Ramka Matrycy]","EKRAN DRZY / POKRATKOWANY
",,[2025.01. 23- USA],
86c1yvnvj,8PHD7G3,[dell latitude 7420],Serwis,,,i5,1145G7,INTEL,16,256,1920 x 1080,"[Dotyk, Problem]",,"OBRAZ DRZY LUB SA PASY

",,[2025.01.30 - TES],
86c1yvxpp,8Y9Y7G3,[dell latitude 7420],Przyjęcie,,,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1yw8tc,GC6Y6D3,[dell latitude 7420],Przyjęcie,,,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1ywcg8,31507D3,[dell latitude 7420],Przyjęcie,,,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1ywhkg,BBP06D3,[dell latitude 7420],Przyjęcie,,,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Problem]",,"SREBRNY
W ROGU CIEMNA CZARNA PLAMA

",,[2025.01.30 - TES],
86c1ywu45,GNH06D3,[dell latitude 7420],Przyjęcie,,,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1yyg94,4jdw6g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1yyx5w,6g116d3,[dell latitude 7420],Przyjęcie,,,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1yz8r7,bmj17d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,[Zwykłe ryski / otarcia],,"SREBRNY

",,[2025.01.30 - TES],
86c1yzdk9,96RY6G3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1yzgwq,5FDJ6D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1yzxrf,98LX7G3,[dell latitude 7420],Serwis,,,i5,1145G7,INTEL,16,256,1920 x 1080,"[Dotyk, Problem]",,"OBRAZ DRZY LUB SA PASY

",,[2025.01.30 - TES],
86c1z03td,6WRX6D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z09e3,47SX7G3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,BRAK,1920 x 1080,[Dotyk],,"SREBRNY

",,[2025.01.30 - TES],
86c1z0c74,D4P06D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z0f6h,dor27d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z0k58,G7606D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Palmrest],"SREBRNY

",,[2025.01.30 - TES],
86c1z0nqh,CY5L2F3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z0t7d,2BPY6D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,[Dotyk],,"SREBRNY

",,[2025.01.30 - TES],
86c1z15me,JG817G3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z19nb,593Z6G3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z1be9,1PQ16D3,[dell latitude 7420],Serwis,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Dotyk, Problem]",,"OBRAZ DRZY LUB SA PASY

",,[2025.01.30 - TES],
86c1z1dv7,4V717D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z1faz,26GD4D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z1gg7,5P2Y6G3,[dell latitude 7420],Serwis,[Francuska],,i5,1145G7,INTEL,16,,1920 x 1080,"[Dotyk, Problem]",,"OBRAZ DRZY LUB SA PASY

",,[2025.01.30 - TES],
86c1z1n08,H7116D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z1vqw,29S07D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z1w64,FVC26D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z1wx0,G0606D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z1yq1,6G3D7G3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z238j,4QJ17D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z26yx,4X4Z3D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z2ch3,FMNZ5D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z2d1x,1NT17D3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z2g68,GTCC7G3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z2ven,4rjz6g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z2x6b,28116d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z312m,cdpy7g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z3380,fjc17g3,[dell latitude 7420],Serwis,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Dotyk, Problem]",,"OBRAZ DRZY LUB SA PASY

",,[2025.01.30 - TES],
86c1z37av,gqm17d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z3btr,jlsc7g3,[dell latitude 7420],Serwis,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Dotyk, Problem]",,"charczy

",,[2025.01.30 - TES],
86c1z3fnf,8lfz5d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z3h1x,9f0f7g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z3mex,d3q16d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z3n14,98kd7g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",[Bateria X],"SREBRNY

",,[2025.01.30 - TES],
86c1z3rkr,4kyx6d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1z3uj9,3yd07d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zeqcw,41s57d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zevvw,15817d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zewb1,1b626d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zf2ry,7krc7g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zf5te,htr57d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zf7my,3zp16d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zfcdz,4dp06d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zfk7y,gbt06d3,[dell latitude 7420],Serwis,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Dotyk, Problem]",,"OBRAZ DRZY 

",,[2025.01.30 - TES],
86c1zfzwb,fzbm2f3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,512,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zg4vz,jnhy7g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zg70j,44wy6d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zga91,gfr07g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zge14,b3xc4d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zgfcn,91826d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zgh09,d7zz6d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zgq36,5x8k8g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zh7rw,4pgy6g3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zhc0q,899d4d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zhmkn,39537d3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1zhqr0,9LYL2F3,[dell latitude 7420],Przyjęcie,[Francuska],,i5,1145G7,INTEL,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk]",,"SREBRNY

",,[2025.01.30 - TES],
86c1xzd4c,14b4vq3,[dell latitude 7430],Serwis,[QWERTY PL],,i7,1255U,,16,BRAK,1920 x 1080,"[Dotyk, Zbita]",[Bateria bios],,,[2025.01. 23- USA],
86c1xze5r,6tgcsq3,[dell latitude 7430],Serwis,[QWERTY PL],,,,,,,,[],[Nie włącza się],,,[2025.01. 23- USA],
86c1xzkxj,70w3vq3,[dell latitude 7430],Serwis,[QWERTY PL],,,,,,,,,[Nie włącza się],,,[2025.01. 23- USA],
86c1xznwf,1pv3vq3,[dell latitude 7430],Serwis,[QWERTY PL],,i7,1255U,,16,BRAK,1920 x 1080,[Dotyk],[Bateria bios],,,[2025.01. 23- USA],
86c1xzvb9,5ygcsq3,[dell latitude 7430],Serwis,[QWERTY PL],,i7,1255U,,16,BRAK,1920 x 1080,[Dotyk],"[Zawiasy , Bateria bios]",,,[2025.01. 23- USA],
86c1xxbyn,7c9rvw3,[dell latitude 7440],Serwis,[QWERTY PL],,i7,1365U,,32,,,"[Zwykłe ryski / otarcia, Dotyk]","[Zawiasy , Bateria bios]",,,[2025.01. 23- USA],
86bwdwm60,j2cb1n2,[dell latitude 7480],Przyjęcie,"[QWERTY PL, Podświetlana]",[Ok],i7,6600U,,8,256,1920 x 1080,[Bez wad],,,1,[24.10.23 TES FRANCJA -],
86bwdx33d,60286m2,[dell latitude 7480],Przyjęcie,"[Pionowy Enter ISO / EU, Brytyjska, Podświetlana]",[Ok],i7,6600U,,8,256,1920 x 1080,[Bez wad],,,1,[24.10.23 TES FRANCJA -],
86bwdxtd3,6pdqrn2,[dell latitude 7480],Przyjęcie,"[Pionowy Enter ISO / EU, Brytyjska, Podświetlana]",[Ok],i7,6600U,,8,256,1920 x 1080,[Bez wad],,,1,[24.10.23 TES FRANCJA -],
86bwdxzuk,32vg3m2,[dell latitude 7480],Przyjęcie,"[QWERTY PL, Podświetlana]",[Ok],i7,6600U,,8,256,1920 x 1080,[Bez wad],,,1,[24.10.23 TES FRANCJA -],
86bwdz4jr,3l2zqn2,[dell latitude 7480],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]",[Ok],i7,6600U,,8,256,1920 x 1080,[Bez wad],,,1,[24.10.23 TES FRANCJA -],
86bwe6q2q,8dqlnq2,[dell latitude 7480],Przyjęcie,"[Pionowy Enter ISO / EU, Wytarta, Podświetlana, Francuska]",[Ok],i7,6600U,,8,256,1920 x 1080,[Bez wad],,,1,[24.10.23 TES FRANCJA -],
86bwe6qp6,94sh5q2,[dell latitude 7480],Przyjęcie,"[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]",[Ok],i7,6600U,,8,256,1920 x 1080,[Bez wad],,,1,[24.10.23 TES FRANCJA -],
86bwe6rzw,b456gh2,[dell latitude 7480],Przyjęcie,"[Pionowy Enter ISO / EU, Uszkodzona, Podświetlana, Inna]","[Klapa wymaga skina, Ok]",i7,6600U,,8,256,1920 x 1080,[Mikro otarcia],,"klawisze trzeba mocniej docisnąć to działają
",,[24.10.23 TES FRANCJA -],
86bwe7030,g90kgh2,[dell latitude 7480],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]","[Klapa wymaga skina, Ok]",i7,6600U,,16,256,1920 x 1080,[Mikro otarcia],,,1,[24.10.23 TES FRANCJA -],
86bwe74qb,3zwyqn2,[dell latitude 7480],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Inna]","[Palmrest wymaga skina, Ok]",i7,6600U,,8,256,1920 x 1080,[Mikro otarcia],[Touchpad],,,[24.10.23 TES FRANCJA -],
86bwhf8qh,4kf4hm2,[dell latitude 7480],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",[Uszczerbek],i5,6300U,,8,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Bateria brak, Klapa X, Ramka Matrycy]",,,[20.11.23 ATF Francja 239239 -],
86bwj7tb3,1zy60n2,[dell latitude 7480],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",[Ok],i5,6300U,,8,256,1920 x 1080,[Bez wad],,,,[20.11.23 ATF Francja 239239 -],
86bzdwyvr,BNJ84H2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,6300U,,8,256,1920 x 1080,,,,,[od 1.07.2024 wprowadzone],
86bzdy26y,5ZBFGH2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,6300U,,8,256,1920 x 1080,,"[Bateria brak, Ramka Matrycy]",,,[od 1.07.2024 wprowadzone],
86bze2rbz,JRB8HM2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,7300U,,16,256,1920 x 1080,,[Ramka Matrycy],,,[od 1.07.2024 wprowadzone],
86bze402t,7530PN2,[dell latitude 7480],Przyjęcie,[Malowana QWERTY PL],[Ok],i5,7300U,,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Dotyk, Zwykłe poświatki]",[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bze42v8,1FL0HM2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,7300U,,16,256,1920 x 1080,,[Ramka Matrycy],,,[od 1.07.2024 wprowadzone],
86bze44x4,HHZ1PH2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,7300U,,16,256,1920 x 1080,,[],,,[od 1.07.2024 wprowadzone],
86bze479a,3113RN2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,7300U,,8,256,1920 x 1080,[Dotyk],"[Bateria X, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bze58z8,43H6HM2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,7300U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],[Ramka Matrycy],,,[od 1.07.2024 wprowadzone],
86bze5dqr,GGQ8HM2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,7300U,,16,512,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria bios],,,[od 1.07.2024 wprowadzone],
86bze5hfk,BCT1PH2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,7300U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bze5rc9,6LZ7HM2,[dell latitude 7480],Przyjęcie,[Francuska],[Ok],i5,7300U,,16,256,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bze648p,2LZ9GH2,[dell latitude 7480],Przyjęcie,[Malowana QWERTY PL],[Ok],i5,6300U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzektnj,75QK4Q2,[dell latitude 7480],Przyjęcie,[QWERTY PL],[Ok],i5,6300U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Bateria brak]",,,[od 1.07.2024 wprowadzone],
86bzekuxq,1Y3V8H2,[dell latitude 7480],Przyjęcie,[QWERTY PL],[Ok],i5,6300U,,Brak,BRAK,,[Brak],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzem8y1,J58SGH2,[dell latitude 7480],Przyjęcie,"[Niekompletna, QWERTY PL]",[],i7,6600U,,8,BRAK,1920 x 1080,[],"[Spód X, Bateria brak, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzemmcr,91SF4M2,[dell latitude 7480],Przyjęcie,[QWERTY PL],[],i5,6300U,,Brak,BRAK,,[Brak],"[Bateria brak, Klapa X, Ramka Matrycy]",,,[od 1.07.2024 wprowadzone],
86bzep30n,HM42MH2,[dell latitude 7480],Przyjęcie,[Francuska],[],i5,,,Brak,BRAK,,[Brak],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzer8eh,85VQMH2,[dell latitude 7480],Przyjęcie,[Malowana QWERTY PL],[],i7,6600U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria brak, Touchpad]",,,[od 1.07.2024 wprowadzone],
